id,mass,x,y,z,vx,vy,vz
146,61.8272,6.23961,-5.23659,-7.82161,4.68501e-05,-0.0774901,0.00226276
147,35.2388,-9.83708,3.08863,6.48763,0.0376518,0.0883502,-0.0498891
148,62.2552,1.36245,-3.77419,-9.21509,0.0993515,0.0558133,-0.0557151
149,71.283,-4.23536,8.96851,-4.54358,0.0827487,-0.0704735,0.0851804
150,92.0544,-6.87714,-8.41119,6.58517,0.0311037,0.0665769,0.0406206
151,52.1073,-6.29535,-9.31121,6.91831,0.0546553,-0.0427608,-0.01965
152,96.4155,9.12242,-2.29663,-5.95659,-0.093263,0.0972433,-0.0664398
153,56.9526,7.37515,-9.95296,3.46684,0.0637506,-0.0534733,0.0770972
154,51.2341,-0.671303,-0.113884,-4.0316,0.0969994,0.0449346,0.0407647
155,56.1999,5.54674,3.22147,-3.10667,0.00648277,0.0280699,0.00650983
156,55.88,5.21008,4.54995,1.7698,-0.000799754,-0.0252448,-0.0489037
157,90.3237,-9.78659,5.55399,0.938294,0.0283756,0.00606453,-0.0469934
158,12.2402,-5.86349,-2.98978,-3.79534,0.0971177,0.0198038,-0.0603236
159,45.6823,-5.85507,3.18601,-0.477127,-0.0703183,-0.0466529,0.0736042
160,56.996,7.18925,-1.24944,-1.71123,-0.0186484,-0.023466,-0.058213
161,99.7634,9.92302,-8.5047,-9.1769,0.0616246,0.0563638,0.00931373
162,63.7025,-2.09775,-6.87248,9.49393,0.0923794,-0.0735129,-0.0437911
163,11.7084,-4.41713,-0.103526,4.12151,0.005305,-0.0441196,-0.0950767
164,6.51709,-3.92648,0.731593,-2.90574,0.089539,-0.0120187,0.0729551
165,10.6107,2.85506,9.8308,0.980946,-0.00280689,0.068224,0.0355898
166,15.0233,2.71202,-5.88394,1.6328,0.0958258,0.0464697,-0.0525196
167,13.0917,1.72844,0.609567,6.20359,-0.0918133,0.0336848,-0.0309907
168,91.1508,-5.17084,5.68803,5.45336,-0.0695288,-0.0620487,-0.0861973
169,59.7166,2.11755,3.36167,3.61831,-0.0563611,0.0553883,-0.025057
170,37.206,7.6415,6.99954,9.36139,-0.00556832,0.0409718,-0.001446
171,64.4403,3.89474,6.5299,-8.81267,0.0975797,-0.0942691,0.016429
172,92.7972,7.04892,-8.0995,-5.23655,-0.0892707,0.00574003,0.00937142
173,27.8272,-2.72302,-2.91697,-5.59779,0.0785504,-0.0958473,-0.020629
174,99.4154,-0.879623,-3.89187,9.71175,-0.0914597,-0.0968447,-0.0281812
175,86.2511,1.70865,8.76236,6.32897,-0.0561148,-0.0410895,0.0795291
176,41.8602,-6.37187,7.28533,-7.4904,0.0879365,-0.0798333,-0.0260344
177,54.434,-5.85611,-0.835904,1.33864,0.057388,-0.058728,-0.0657233
178,16.2824,8.09724,-0.781552,-1.07594,0.0285007,0.054872,-0.0606237
179,42.5668,0.616436,0.924262,-2.79429,0.0670259,0.0680538,0.0422661
180,66.009,6.94906,-2.03761,9.19646,-0.0906583,0.05955,-0.0798971
181,91.4448,6.23237,-6.94296,-5.73837,-0.0700829,0.080734,-0.0237485
182,86.5597,-0.855344,8.09788,4.57361,0.0888316,-0.0529576,-0.0102305
183,41.2029,8.87326,-5.86043,-8.70939,0.0574888,-0.0236786,0.0753106
184,8.71838,7.72394,9.60933,-6.13608,0.0240543,-0.0289045,0.0621917
185,57.1307,-8.05225,-9.90354,-3.40654,0.0620563,-0.061507,0.00407526
186,47.1133,4.61477,-4.78814,-0.13262,0.0482125,0.0152794,0.0454937
187,9.81438,1.77519,5.07576,9.97802,0.0944606,0.0479646,0.0476459
188,74.0877,-3.17119,7.62022,0.853594,-0.0391679,0.0384244,-0.080296
189,27.7361,2.73733,-8.55497,6.23334,-0.0589097,0.0900748,0.0475652
190,50.0587,-5.42749,-2.46195,3.42696,-0.0615605,-0.0876626,0.0461575
191,86.045,-8.81635,0.56887,-7.96122,-0.0519608,0.0543948,-0.0475498
192,40.0869,-2.32564,9.69236,-7.1002,0.0696699,-0.0976534,0.0758463
193,2.54844,-6.43759,-5.08489,8.26055,-0.0108664,0.0398525,-0.0665646
194,61.899,5.88783,-9.906,-5.03741,-0.0735237,-0.0322634,0.0713022
195,77.3937,9.27774,-0.697286,-0.790113,-0.00129033,0.0178013,0.052657
196,15.6426,-3.38599,-7.72412,7.94478,0.0681204,0.04271,0.0629394
197,5.46118,-1.97386,-6.89687,8.70725,0.0344106,-0.0316085,0.0181164
198,16.323,-3.8775,-4.52275,6.08768,0.0861781,-0.0651256,-0.069313
199,77.6372,4.43152,3.71709,1.91258,0.086989,0.0890742,-0.0713554
200,59.5461,5.25189,-1.89968,-1.51306,-0.0822891,-0.00725176,-0.0451267
201,33.912,4.80944,0.29446,8.0407,0.0819818,0.0776192,0.0264334
202,53.6234,-3.14567,4.85378,-3.07445,-0.0246181,-0.00861225,0.0420012
