id,mass,x,y,z,vx,vy,vz
315,41.8722,-0.975227,1.28111,3.06263,-0.0173411,-0.0518077,0.0245797
316,44.3936,5.62326,-7.62742,8.69211,0.0186492,0.0808427,-0.0800925
317,45.6575,-2.08667,-5.63059,-7.16335,0.0348251,0.00813597,-0.0803549
318,15.5543,6.27544,-0.0585634,8.17253,-0.0867117,0.0627191,-0.00641025
319,11.4528,-8.16026,3.67585,-7.71589,0.0682228,-0.01025,-0.0399777
320,4.33989,-1.45101,-1.67098,6.98424,-0.0192363,-0.0968644,0.0594984
321,9.86815,-9.11929,1.01271,0.771117,0.0494649,0.0466365,-0.0261459
322,62.874,-0.729883,-4.51739,-1.8539,0.0434158,0.0309887,-0.0500108
323,20.8684,1.5953,-8.01823,2.28756,0.0892375,0.0491791,0.00832338
324,36.8496,-0.112675,2.09175,-7.43747,-0.0546396,0.0501423,0.0899985
