Body 220: m=1.502000e+09  x=224.686820 y=9.219473 z=-53.020504  vx=4.330848 vy=0.229513 vz=-1.062662
Body 221: m=1.207000e+09  x=-1.789085 y=3.854383 z=-8.267108  vx=-0.623617 vy=0.776144 vz=1.046421
Body 222: m=1.519000e+09  x=417.675001 y=181.081091 z=-227.881546  vx=8.305567 vy=3.605850 vz=-4.544998
Body 223: m=1.316000e+09  x=-10.341431 y=6.756793 z=-6.493046  vx=-0.526291 vy=0.240206 vz=0.043614
Body 224: m=1.030000e+09  x=382.530706 y=-509.835993 z=104.234316  vx=7.656458 vy=-10.189539 vz=2.084029
Body 225: m=1.620000e+09  x=-1.160056 y=5.252644 z=-7.094007  vx=0.120563 vy=-1.263862 vz=-2.979643
Body 226: m=1.505000e+09  x=-501.398260 y=-349.074390 z=-409.153645  vx=-10.648031 vy=-6.805698 vz=-8.786177
Body 227: m=1.324000e+09  x=-1.095064 y=0.081927 z=18.566971  vx=0.079270 vy=-0.015263 vz=-0.570977
Body 228: m=1.609000e+09  x=0.575173 y=7.156365 z=-8.042706  vx=1.316125 vy=1.165589 vz=1.775458
Body 229: m=1.386000e+09  x=-7504.091658 y=-21241.808241 z=-16557.574559  vx=-150.515247 vy=-426.073759 vz=-332.119930
Body 230: m=1.185000e+09  x=-233.151443 y=-473.701236 z=584.516700  vx=-4.666304 vy=-9.486904 vz=11.703025
Body 231: m=1.614000e+09  x=439.793203 y=248.365246 z=64.690392  vx=8.821291 vy=4.973671 vz=1.274231
Body 232: m=1.471000e+09  x=38.891623 y=-104.080180 z=-21.465705  vx=0.654676 vy=-1.730381 vz=-0.383422
Body 233: m=1.158000e+09  x=1285.150282 y=-158.835678 z=125.317638  vx=26.021842 vy=-3.220831 vz=2.538923
Body 234: m=1.172000e+09  x=27.579401 y=184.869604 z=-172.707295  vx=0.503776 vy=3.582459 vz=-3.348211
Body 235: m=1.565000e+09  x=-251.591897 y=-159.255925 z=64.281593  vx=-4.941105 vy=-3.131155 vz=1.264253
Body 236: m=1.948000e+09  x=-34.609222 y=17.764289 z=104.730852  vx=-0.837263 vy=0.441689 vz=2.424649
Body 237: m=1.024000e+09  x=1033.856560 y=1581.152801 z=82.143503  vx=20.730227 vy=31.701680 vz=1.647338
Body 238: m=1.624000e+09  x=-82.007335 y=58.814589 z=69.184849  vx=-3.477513 vy=2.389024 vz=3.207813
Body 239: m=1.820000e+09  x=55.977512 y=-204.629136 z=-357.594488  vx=1.113471 vy=-4.056051 vz=-7.096818
Body 240: m=1.845000e+09  x=-1.847271 y=8.908538 z=-8.035410  vx=0.822892 vy=0.535467 vz=0.384807
Body 241: m=1.400000e+09  x=-0.160785 y=4.024959 z=-6.303173  vx=-0.053651 vy=-0.319373 vz=0.449664
Body 242: m=1.937000e+09  x=-14.202530 y=22.296299 z=7.654475  vx=0.528390 vy=-0.187790 vz=-0.504814
Body 243: m=1.007000e+09  x=141.801092 y=151.628136 z=64.575510  vx=2.729365 vy=2.901752 vz=1.239335
Body 244: m=1.917000e+09  x=-6.113804 y=8.424203 z=-7.751042  vx=-0.041264 vy=0.551191 vz=-0.709011
Body 245: m=1.120000e+09  x=2.060885 y=5.681988 z=-13.744753  vx=2.619306 vy=0.914799 vz=-0.065431
Body 246: m=1.595000e+09  x=-359.020106 y=-455.548404 z=360.597539  vx=-7.178739 vy=-9.104591 vz=7.210700
Body 247: m=1.644000e+09  x=8.762345 y=-243.618589 z=165.998358  vx=0.187361 vy=-4.808435 vz=3.236512
Body 248: m=1.887000e+09  x=-0.671142 y=5.916637 z=-7.583892  vx=-1.854412 vy=-0.308707 vz=-0.305099
Body 249: m=1.377000e+09  x=-1159.064600 y=1956.317133 z=-765.325612  vx=-23.201574 vy=39.137308 vz=-15.325478
Body 250: m=1.255000e+09  x=5.328174 y=8.091567 z=-11.224878  vx=1.207128 vy=0.338801 vz=-0.192927
Body 251: m=1.434000e+09  x=-15.230473 y=-702.512423 z=-1226.089437  vx=-0.310203 vy=-14.535873 vz=-25.357087
Body 252: m=1.681000e+09  x=-163.071324 y=-79.733879 z=-22.062418  vx=-3.072164 vy=-1.496694 vz=-0.430752
Body 253: m=1.502000e+09  x=-0.737068 y=5.926345 z=-11.650995  vx=-0.723881 vy=0.077425 vz=-1.489490
Body 254: m=1.475000e+09  x=177.199094 y=-326.978312 z=116.609339  vx=3.506842 vy=-6.480146 vz=2.298174
Body 255: m=1.799000e+09  x=1.043783 y=19.941432 z=10.385884  vx=-0.017703 vy=0.383373 vz=0.060067
Body 256: m=1.829000e+09  x=-2.027064 y=4.387370 z=-4.404741  vx=1.072629 vy=-0.724391 vz=0.613487
Body 257: m=1.321000e+09  x=-46.827261 y=91.367143 z=-23.674993  vx=-0.848997 vy=1.392475 vz=-0.469696
Body 258: m=1.225000e+09  x=677.833503 y=91.610038 z=114.561324  vx=13.520665 vy=1.807037 vz=2.276069
Body 259: m=1.649000e+09  x=-0.338886 y=5.579633 z=-7.908259  vx=1.203799 vy=0.120739 vz=-2.525623
Body 260: m=1.325000e+09  x=-6.477248 y=7.270108 z=-10.885968  vx=1.369066 vy=-0.384973 vz=0.232718
Body 261: m=1.214000e+09  x=-1.843971 y=6.835005 z=-8.287680  vx=0.657906 vy=-0.106220 vz=-0.682913
Body 262: m=1.019000e+09  x=50.135443 y=-159.727611 z=75.317551  vx=0.953600 vy=-2.978940 vz=1.419700
Body 263: m=1.123000e+09  x=-188.735447 y=212.077460 z=36.070234  vx=-3.689376 vy=4.141678 vz=0.696739
Body 264: m=1.873000e+09  x=-235.340623 y=326.576593 z=-169.411012  vx=-4.803029 vy=6.548177 vz=-3.371928
Body 265: m=1.477000e+09  x=0.051655 y=8.957585 z=-5.124028  vx=-0.576010 vy=-0.221173 vz=-0.235099
Body 266: m=1.779000e+09  x=0.987719 y=6.723286 z=-9.147298  vx=-2.484215 vy=1.378933 vz=1.483814
Body 267: m=1.075000e+09  x=-34.558593 y=-78.555012 z=-49.483764  vx=-1.615141 vy=-3.586692 vz=-2.009460
Body 268: m=1.792000e+09  x=-3.499414 y=8.121148 z=-4.146890  vx=0.665565 vy=-0.091207 vz=-0.896360
Body 269: m=1.789000e+09  x=992.623510 y=192.260939 z=1685.986052  vx=20.080262 vy=3.888322 vz=34.106599
Body 270: m=1.056000e+09  x=-93.758850 y=-182.289870 z=-222.463269  vx=-2.084071 vy=-4.148782 vz=-4.994860
Body 271: m=1.626000e+09  x=-195.842498 y=616.957416 z=-401.145641  vx=-3.918265 vy=12.336505 vz=-8.009005
Body 272: m=1.479000e+09  x=470.038598 y=-599.542557 z=515.345245  vx=9.424456 vy=-12.018326 vz=10.326444
Body 273: m=1.730000e+09  x=9.494465 y=2.911364 z=-8.966121  vx=-0.011707 vy=0.417028 vz=-0.092472
Body 274: m=1.836000e+09  x=-3.926938 y=8.814349 z=-15.957420  vx=-0.649860 vy=-0.248799 vz=-0.131087
Body 275: m=1.509000e+09  x=1.028556 y=-8.753407 z=14.138976  vx=0.244115 vy=-0.267914 vz=0.552139
Body 276: m=1.160000e+09  x=-187.450834 y=-278.475879 z=-188.137626  vx=-3.699129 vy=-5.519153 vz=-3.701331
Body 277: m=1.510000e+09  x=1.510166 y=8.094484 z=-13.352402  vx=1.176794 vy=0.540812 vz=-2.675649
Body 278: m=1.564000e+09  x=-279.147761 y=-344.902657 z=215.239677  vx=-5.550586 vy=-6.881354 vz=4.298389
Body 279: m=1.033000e+09  x=-7.180462 y=-9.490156 z=-14.402904  vx=-0.354212 vy=0.603041 vz=-0.528318
Body 280: m=1.631000e+09  x=-55.188039 y=-321.358220 z=181.327033  vx=-1.098416 vy=-6.352410 vz=3.560172
Body 281: m=1.962000e+09  x=4.595847 y=-0.415439 z=-10.034977  vx=-1.109451 vy=0.305710 vz=-0.937043
Body 282: m=1.262000e+09  x=-4.574533 y=2.863906 z=-6.619487  vx=-0.849505 vy=-0.545957 vz=1.057892
Body 283: m=1.022000e+09  x=-59.732026 y=39.215392 z=-24.298770  vx=-0.648634 vy=0.504993 vz=-0.331987
Body 284: m=1.379000e+09  x=7.192585 y=12.162234 z=-14.870471  vx=-0.669880 vy=-0.699319 vz=0.708410
Body 285: m=1.794000e+09  x=11.767770 y=-1.353513 z=6.923285  vx=-0.027439 vy=-0.086981 vz=-0.342444
Body 286: m=1.087000e+09  x=-2.310056 y=6.979921 z=-7.586522  vx=-0.841667 vy=1.180812 vz=-0.407072
Body 287: m=1.599000e+09  x=-2.188755 y=3.709474 z=-5.665563  vx=0.597308 vy=0.241292 vz=-1.779144
Body 288: m=1.030000e+09  x=-3.052240 y=11.767204 z=-17.585474  vx=-1.226281 vy=1.585152 vz=-1.311406
Body 289: m=1.693000e+09  x=176.925407 y=-73.464845 z=146.225379  vx=3.625196 vy=-1.534468 vz=3.040246
Body 290: m=1.438000e+09  x=0.012180 y=4.233937 z=-6.737834  vx=-1.236981 vy=-0.236581 vz=-2.215631
Body 291: m=1.988000e+09  x=0.462592 y=5.889693 z=-8.446078  vx=0.778329 vy=0.618202 vz=-0.781376
Body 292: m=1.296000e+09  x=-356.096225 y=-20.217792 z=155.333259  vx=-7.053227 vy=-0.399446 vz=3.072016
Body 293: m=1.775000e+09  x=73.678344 y=195.564686 z=-488.773674  vx=2.372784 vy=6.199103 vz=-15.445563
Body 294: m=1.787000e+09  x=0.346377 y=3.787149 z=-6.883119  vx=0.975780 vy=-0.165307 vz=1.241647
Body 295: m=1.291000e+09  x=396.091615 y=-395.695551 z=311.942847  vx=7.921414 vy=-7.905985 vz=6.230007
Body 296: m=1.181000e+09  x=-788.628597 y=243.913890 z=1304.869514  vx=-18.927686 vy=6.587172 vz=32.039353
Body 297: m=1.193000e+09  x=-3590.065430 y=4121.028452 z=1119.246363  vx=-72.051481 vy=82.709805 vz=22.463407
Body 298: m=1.717000e+09  x=-196.621776 y=214.355781 z=159.161405  vx=-3.892573 vy=4.231420 vz=3.116304
Body 299: m=1.174000e+09  x=-359.518948 y=281.513847 z=-18.367063  vx=-7.114320 vy=5.601643 vz=-0.390159
Body 300: m=1.271000e+09  x=-90.218774 y=-297.301424 z=-435.031310  vx=-1.799401 vy=-5.926051 vz=-8.675809
Body 301: m=1.210000e+09  x=235.090441 y=-114.096173 z=0.065045  vx=4.577439 vy=-2.224303 vz=-0.002335
Body 302: m=1.767000e+09  x=11.457413 y=10.714412 z=-17.847723  vx=0.139560 vy=0.247719 vz=-0.742000
Body 303: m=1.621000e+09  x=28.657076 y=98.145666 z=61.666164  vx=0.777128 vy=2.795879 vz=1.921233
Body 304: m=1.083000e+09  x=-34.497424 y=-42.447372 z=-70.723572  vx=-0.543917 vy=-0.695519 vz=-1.127000
Body 305: m=1.262000e+09  x=580.895446 y=34.414685 z=-313.572360  vx=11.573511 vy=0.694686 vz=-6.231470
Body 306: m=1.174000e+09  x=-0.568866 y=3.886435 z=-10.506323  vx=-1.095453 vy=-0.065380 vz=0.842929
Body 307: m=1.144000e+09  x=-5.414806 y=9.171388 z=-11.416833  vx=0.263522 vy=0.732303 vz=0.433572
Body 308: m=1.902000e+09  x=4.854123 y=5.506690 z=-11.883649  vx=-0.314520 vy=-0.552182 vz=-0.600105
Body 309: m=1.502000e+09  x=-102.069299 y=-619.590420 z=-888.163517  vx=-2.043975 vy=-12.420148 vz=-17.802521
Body 310: m=1.728000e+09  x=-62.475684 y=-13.770865 z=-61.237168  vx=-1.716252 vy=-0.402786 vz=-1.635980
Body 311: m=1.015000e+09  x=282.160245 y=8.814926 z=-46.122580  vx=5.517324 vy=0.178109 vz=-0.921487
Body 312: m=1.867000e+09  x=470.357387 y=98.070668 z=68.864217  vx=9.364250 vy=1.956050 vz=1.363843
Body 313: m=1.093000e+09  x=1.212716 y=3.742646 z=-10.642487  vx=0.817142 vy=0.864686 vz=-1.104526
Body 314: m=1.044000e+09  x=-6.523385 y=40.195144 z=3.376363  vx=-0.057795 vy=-0.086927 vz=-0.261372
Body 315: m=1.013000e+09  x=3.917102 y=5.673627 z=-8.225568  vx=-2.021028 vy=1.335446 vz=1.526361
Body 316: m=1.928000e+09  x=60.971445 y=-141.061048 z=76.758971  vx=1.167770 vy=-2.814290 vz=1.523281
Body 317: m=1.253000e+09  x=-0.518899 y=7.248964 z=-9.518576  vx=1.031689 vy=-0.955913 vz=1.048211
Body 318: m=1.503000e+09  x=-1.977218 y=-21.023699 z=-7.301664  vx=0.259804 vy=-0.580224 vz=-0.200657
Body 319: m=1.203000e+09  x=-1604.173315 y=-880.572877 z=-882.748286  vx=-32.096843 vy=-17.630987 vz=-17.671620
Body 320: m=1.774000e+09  x=-227.600911 y=-65.348867 z=-39.935164  vx=-4.656003 vy=-1.365545 vz=-0.779120
Body 321: m=1.741000e+09  x=217.543274 y=-250.687015 z=-78.038228  vx=4.268945 vy=-4.920983 vz=-1.539181
Body 322: m=1.861000e+09  x=-3327.794341 y=-2351.986225 z=-2420.421136  vx=-67.546112 vy=-47.744415 vz=-49.122373
Body 323: m=1.651000e+09  x=-1.279675 y=3.886207 z=-0.970178  vx=-0.331009 vy=-0.356484 vz=0.717776
Body 324: m=1.163000e+09  x=241.445003 y=462.961539 z=-477.025648  vx=4.839565 vy=9.265014 vz=-9.546323
Body 325: m=1.178000e+09  x=1.349799 y=9.955340 z=-11.091875  vx=0.220299 vy=0.869278 vz=-0.550682
Body 326: m=1.262000e+09  x=443.533957 y=-15.247890 z=66.546931  vx=8.833687 vy=-0.292569 vz=1.321387
Body 327: m=1.029000e+09  x=-0.906921 y=4.829456 z=-7.637200  vx=-0.369946 vy=-0.219557 vz=3.158094
Body 328: m=1.332000e+09  x=-123.952323 y=62.488516 z=-233.804324  vx=-2.617081 vy=1.289328 vz=-4.938061
Body 329: m=1.454000e+09  x=-15.898489 y=1.384174 z=-36.130576  vx=0.100487 vy=0.002720 vz=0.192255
Body 330: m=1.374000e+09  x=-155.107343 y=147.433012 z=66.088256  vx=-2.983148 vy=2.844750 vz=1.247047
Body 331: m=1.577000e+09  x=222.094863 y=422.768885 z=159.922920  vx=4.389314 vy=8.417481 vz=3.196142
Body 332: m=1.020000e+09  x=-0.475525 y=7.453539 z=-5.082277  vx=-0.455356 vy=-1.501040 vz=-1.812545
Body 333: m=1.552000e+09  x=-266.564339 y=626.597043 z=838.514452  vx=-5.327503 vy=12.514291 vz=16.755094
Body 334: m=1.103000e+09  x=1285.844401 y=-2571.130842 z=759.468955  vx=25.711591 vy=-51.438516 vz=15.179804
Body 335: m=1.773000e+09  x=-58.974496 y=-130.184275 z=-72.936261  vx=-1.741963 vy=-3.892675 vz=-2.040066
Body 336: m=1.961000e+09  x=39.393555 y=31.003221 z=-55.564263  vx=0.473429 vy=0.332199 vz=-0.635485
Body 337: m=1.527000e+09  x=-9.676069 y=4.515167 z=48.466018  vx=-0.086935 vy=0.122612 vz=0.647715
Body 338: m=1.333000e+09  x=-8279.138585 y=4120.779398 z=-147.950104  vx=-165.805135 vy=82.505537 vz=-2.954630
Body 339: m=1.068000e+09  x=-1.555115 y=-114.085394 z=-67.373318  vx=-0.036371 vy=-1.980573 vz=-1.190815
Body 340: m=1.020000e+09  x=9.535054 y=15.997670 z=-16.657328  vx=0.317489 vy=0.039387 vz=0.022248
Body 341: m=1.535000e+09  x=341.277937 y=536.570864 z=-255.906453  vx=6.830151 vy=10.735011 vz=-5.118599
Body 342: m=1.123000e+09  x=-1.734095 y=-2.953239 z=-7.340875  vx=-0.202171 vy=-0.592280 vz=0.500030
Body 343: m=1.596000e+09  x=390.566386 y=41.121305 z=-40.129212  vx=7.752945 vy=0.828037 vz=-0.789068
Body 344: m=1.429000e+09  x=9.946777 y=4.834053 z=-8.979676  vx=-0.718362 vy=0.577776 vz=-0.225919
Body 345: m=1.626000e+09  x=-29.401763 y=105.625753 z=35.698242  vx=-0.554284 vy=2.102867 vz=0.698495
Body 346: m=1.737000e+09  x=2.480976 y=5.286612 z=-9.433223  vx=0.000701 vy=1.226194 vz=-1.497266
Body 347: m=1.131000e+09  x=450.203337 y=-271.456785 z=290.449765  vx=9.004379 vy=-5.417565 vz=5.791323
Body 348: m=1.852000e+09  x=-209.306507 y=950.134535 z=553.669252  vx=-4.191150 vy=19.043344 vz=11.094107
Body 349: m=1.519000e+09  x=-52.892232 y=-659.352058 z=-303.726318  vx=-1.059815 vy=-13.186821 vz=-6.073305
Body 350: m=1.244000e+09  x=275.385302 y=-474.647553 z=-86.065778  vx=5.499301 vy=-9.483210 vz=-1.731991
Body 351: m=1.618000e+09  x=-844.372512 y=-884.571972 z=286.007607  vx=-16.926906 vy=-17.729976 vz=5.732784
Body 352: m=1.776000e+09  x=117.110205 y=-136.291307 z=-98.165117  vx=2.227577 vy=-2.612834 vz=-1.873350
Body 353: m=1.834000e+09  x=1461.668349 y=-4671.291982 z=-1493.851006  vx=29.273688 vy=-93.557559 vz=-29.903894
Body 354: m=1.403000e+09  x=-0.900604 y=-22.658251 z=18.745172  vx=0.083442 vy=-0.048431 vz=0.098181
Body 355: m=1.275000e+09  x=-0.458639 y=5.191279 z=-11.229144  vx=-1.715963 vy=-0.706903 vz=-2.272979
Body 356: m=1.918000e+09  x=-279.541706 y=-344.045984 z=332.951636  vx=-5.654417 vy=-6.998493 vz=6.778983
Body 357: m=1.692000e+09  x=-0.668552 y=6.719956 z=-9.411364  vx=1.485492 vy=-0.255040 vz=2.401244
Body 358: m=1.098000e+09  x=-33.636362 y=-16.611714 z=-30.753201  vx=-0.354311 vy=-0.073474 vz=-0.406160
Body 359: m=1.566000e+09  x=-129.990214 y=210.204031 z=-428.991837  vx=-2.598671 vy=4.177737 vz=-8.537160
Body 360: m=1.008000e+09  x=182.855852 y=301.876155 z=106.284600  vx=3.619310 vy=5.971314 vz=2.083694
Body 361: m=1.034000e+09  x=215.689136 y=204.153696 z=-184.767366  vx=4.265815 vy=4.030418 vz=-3.635684
Body 362: m=1.860000e+09  x=229.495291 y=-161.316201 z=-89.917966  vx=4.491333 vy=-3.168767 vz=-1.762874
Body 363: m=1.879000e+09  x=-290.029581 y=-2649.685559 z=781.654396  vx=-5.803355 vy=-53.071586 vz=15.670803
Body 364: m=1.592000e+09  x=-1.387975 y=7.747168 z=-9.852460  vx=-1.558012 vy=0.113355 vz=-2.420390
Body 365: m=1.726000e+09  x=-5.365299 y=2.853890 z=-10.689011  vx=2.415813 vy=-0.310754 vz=0.973941
Body 366: m=1.045000e+09  x=-1505.754505 y=-3324.074100 z=995.364467  vx=-30.476470 vy=-67.281262 vz=20.139562
Body 367: m=1.987000e+09  x=-3.953956 y=-2.619005 z=-13.721898  vx=0.086269 vy=0.645611 vz=0.454655
Body 368: m=1.479000e+09  x=3.720684 y=-0.756241 z=-51.998913  vx=-0.088433 vy=-0.179479 vz=-1.826036
Body 369: m=1.623000e+09  x=154.814231 y=-3463.809221 z=4263.970641  vx=3.086386 vy=-69.388392 vz=85.437775
Body 370: m=1.861000e+09  x=-1.732209 y=6.983613 z=-9.855901  vx=-0.468640 vy=0.821957 vz=-0.927652
Body 371: m=1.105000e+09  x=-39.375031 y=411.348763 z=87.795156  vx=-0.793285 vy=8.181501 vz=1.740381
Body 372: m=1.418000e+09  x=-5.447937 y=6.624801 z=-8.938738  vx=-1.447674 vy=-0.933527 vz=0.922639
Body 373: m=1.550000e+09  x=3.844181 y=7.306732 z=-5.392932  vx=-0.965967 vy=0.600792 vz=0.021030
Body 374: m=1.664000e+09  x=-211.566132 y=-23.106219 z=-394.090259  vx=-4.190444 vy=-0.475943 vz=-7.805255
Body 375: m=1.576000e+09  x=1.295221 y=7.050439 z=-11.236348  vx=-0.117308 vy=1.225962 vz=1.077763
Body 376: m=1.621000e+09  x=-881.923674 y=453.310373 z=216.245992  vx=-18.201800 vy=9.340692 vz=4.461758
Body 377: m=1.204000e+09  x=-279.965727 y=197.846410 z=344.827400  vx=-7.001154 vy=4.926529 vz=8.676480
Body 378: m=1.615000e+09  x=331.108985 y=-61.583701 z=275.120973  vx=7.061971 vy=-1.340566 vz=5.875704
Body 379: m=1.691000e+09  x=-41.463024 y=-63.978875 z=-26.219255  vx=-0.419986 vy=-0.786008 vz=-0.670899
Body 380: m=1.225000e+09  x=2.921147 y=4.904859 z=-8.684417  vx=0.566749 vy=-0.884112 vz=0.618618
Body 381: m=1.713000e+09  x=-2.311122 y=-27.364382 z=0.180125  vx=0.129333 vy=0.231391 vz=-0.127133
Body 382: m=1.200000e+09  x=2.308599 y=5.589125 z=-8.038816  vx=1.091113 vy=-1.410401 vz=1.574732
Body 383: m=1.146000e+09  x=30.622221 y=19.697632 z=-61.455686  vx=0.240286 vy=0.287467 vz=-0.676647
Body 384: m=1.330000e+09  x=-2.248619 y=-0.339896 z=-8.131028  vx=1.017144 vy=-1.874470 vz=0.349565
Body 385: m=1.093000e+09  x=-26.222010 y=-33.452387 z=-36.707131  vx=-0.289528 vy=-0.442952 vz=-0.523568
Body 386: m=1.198000e+09  x=6.840581 y=10.254326 z=-4.726205  vx=0.343740 vy=0.421889 vz=0.624461
Body 387: m=1.858000e+09  x=-331.600547 y=355.358598 z=-135.805334  vx=-6.614429 vy=7.063669 vz=-2.694318
Body 388: m=1.059000e+09  x=-4.714877 y=-24.120060 z=-3.911471  vx=-0.054406 vy=-0.532662 vz=-0.275543
Body 389: m=1.647000e+09  x=-190.219473 y=389.985698 z=73.025461  vx=-3.784709 vy=7.742676 vz=1.442628
Body 390: m=1.919000e+09  x=10.796639 y=14.633976 z=-15.344311  vx=0.442381 vy=0.337553 vz=-0.550270
Body 391: m=1.726000e+09  x=-64.798573 y=-362.276752 z=122.223999  vx=-1.289475 vy=-7.229142 vz=2.451634
Body 392: m=1.733000e+09  x=391.739276 y=-74.041920 z=-491.033509  vx=7.791803 vy=-1.494423 vz=-9.797010
Body 393: m=1.991000e+09  x=-4.601403 y=4.307580 z=-15.333147  vx=1.312662 vy=0.225212 vz=1.255910
Body 394: m=1.059000e+09  x=-76.930854 y=-282.925969 z=-76.444701  vx=-1.507880 vy=-5.545088 vz=-1.503425
Body 395: m=1.327000e+09  x=295.168756 y=-173.611921 z=-344.966153  vx=5.881230 vy=-3.494604 vz=-6.853440
Body 396: m=1.148000e+09  x=-383.557084 y=173.759460 z=177.845746  vx=-7.624971 vy=3.461346 vz=3.531049
Body 397: m=1.555000e+09  x=141.020706 y=-162.472111 z=170.065320  vx=3.410082 vy=-3.986234 vz=4.143718
Body 398: m=1.358000e+09  x=0.450582 y=1.562546 z=-8.967012  vx=-1.238832 vy=-0.216930 vz=-0.677496
Body 399: m=1.247000e+09  x=360.100343 y=188.081661 z=120.814224  vx=7.145864 vy=3.735921 vz=2.390221
Body 400: m=1.918000e+09  x=235.817347 y=-60.662464 z=284.744489  vx=4.719582 vy=-1.219059 vz=5.710196
Body 401: m=1.386000e+09  x=190.375292 y=273.909244 z=32.970888  vx=3.747790 vy=5.396588 vz=0.633706
Body 402: m=1.470000e+09  x=1.942630 y=3.476804 z=-11.687571  vx=-0.942867 vy=-1.036977 vz=-0.174247
Body 403: m=1.719000e+09  x=-139.084346 y=59.833955 z=-43.239400  vx=-2.554881 vy=1.100980 vz=-0.845008
Body 404: m=1.689000e+09  x=286.712858 y=1268.004666 z=-144.889516  vx=5.787333 vy=25.583099 vz=-2.927214
Body 405: m=1.171000e+09  x=124.551343 y=-381.362523 z=-269.458668  vx=2.365826 vy=-7.569099 vz=-5.384632
Body 406: m=1.744000e+09  x=277.432980 y=215.222931 z=-160.278192  vx=5.436531 vy=4.247833 vz=-3.191953
Body 407: m=1.684000e+09  x=292.690285 y=305.867033 z=267.511913  vx=5.833563 vy=6.074806 vz=5.316976
Body 408: m=1.951000e+09  x=-3.204397 y=9.387127 z=-14.901411  vx=-0.969287 vy=0.363788 vz=-0.448449
Body 409: m=1.229000e+09  x=-0.540013 y=10.342641 z=-9.617577  vx=-0.003954 vy=0.029705 vz=-0.004752
Body 410: m=1.252000e+09  x=-262.121009 y=244.702506 z=-40.014725  vx=-4.884514 vy=4.884990 vz=-0.745035
Body 411: m=1.326000e+09  x=330.708429 y=220.505404 z=-80.644794  vx=6.570438 vy=4.381670 vz=-1.607370
Body 412: m=1.190000e+09  x=129.132531 y=-140.550928 z=-112.638500  vx=2.455113 vy=-2.654900 vz=-2.215306
Body 413: m=1.977000e+09  x=-66.662611 y=750.896074 z=756.338656  vx=-1.373597 vy=15.523049 vz=15.643872
Body 414: m=1.996000e+09  x=-1.968475 y=7.076148 z=-8.861820  vx=-1.228253 vy=2.360025 vz=0.536242
Body 415: m=1.076000e+09  x=-180.559268 y=673.787549 z=67.873432  vx=-3.613215 vy=13.472843 vz=1.355381
Body 416: m=1.222000e+09  x=260.398626 y=-345.675555 z=134.075932  vx=5.178435 vy=-6.858730 vz=2.662445
Body 417: m=1.223000e+09  x=-956.543712 y=69.123479 z=-131.184715  vx=-19.461711 vy=1.399760 vz=-2.672704
Body 418: m=1.461000e+09  x=70.147015 y=33.016451 z=0.645038  vx=0.886106 vy=0.425876 vz=-0.054068
Body 419: m=1.200000e+09  x=-84.822920 y=122.061677 z=-0.222906  vx=-1.522553 vy=2.185615 vz=-0.048245
Body 420: m=1.955000e+09  x=268.218912 y=211.141616 z=-165.286161  vx=5.355943 vy=4.186325 vz=-3.256389
Body 421: m=1.507000e+09  x=-0.223667 y=-3.834769 z=-15.743867  vx=0.280747 vy=1.505370 vz=0.149317
Body 422: m=1.612000e+09  x=56.160453 y=-621.398702 z=-946.751199  vx=1.131580 vy=-12.425797 vz=-18.930660
Body 423: m=1.813000e+09  x=-10.347259 y=-15.861734 z=23.341530  vx=-1.566482 vy=-3.483454 vz=5.306826
Body 424: m=1.729000e+09  x=-1.833078 y=4.680917 z=-8.827358  vx=0.097899 vy=-0.853422 vz=-0.506924
Body 425: m=1.395000e+09  x=-245.848999 y=-639.467993 z=-59.691564  vx=-4.913541 vy=-12.788113 vz=-1.195090
Body 426: m=1.807000e+09  x=184.971737 y=-262.900203 z=-191.792326  vx=3.657933 vy=-5.211141 vz=-3.799209
Body 427: m=1.976000e+09  x=-10.045319 y=11.567976 z=-18.849008  vx=-0.536204 vy=0.488590 vz=-0.836163
Body 428: m=1.681000e+09  x=-2.401769 y=12.894237 z=-10.235194  vx=0.172745 vy=0.788845 vz=-0.931580
Body 429: m=1.256000e+09  x=-103.073656 y=69.431492 z=-80.246185  vx=-1.906893 vy=1.262312 vz=-1.443418
Body 430: m=1.350000e+09  x=-374.885579 y=553.042971 z=-248.951405  vx=-7.500784 vy=11.060053 vz=-4.980358
Body 431: m=1.458000e+09  x=-2.750302 y=-11.250501 z=-13.737826  vx=-0.128783 vy=-0.356402 vz=-0.220311
Body 432: m=1.167000e+09  x=151.711060 y=23.225767 z=22.372695  vx=3.474048 vy=0.553459 vz=0.516923
Body 433: m=1.845000e+09  x=-434.789796 y=-9.185980 z=-1351.650279  vx=-8.795142 vy=-0.186644 vz=-27.337901
Body 434: m=1.260000e+09  x=179.506448 y=71.946337 z=170.809885  vx=3.658035 vy=1.465216 vz=3.462188
Body 435: m=1.031000e+09  x=-279.168068 y=-553.080117 z=-814.741509  vx=-5.595817 vy=-11.086047 vz=-16.332733
Body 436: m=1.670000e+09  x=130.361721 y=-1038.304962 z=768.216351  vx=2.615001 vy=-20.826795 vz=15.414006
Body 437: m=1.069000e+09  x=-214.058555 y=512.959828 z=204.475571  vx=-4.279460 vy=10.240494 vz=4.076809
Body 438: m=1.231000e+09  x=-2.412045 y=8.833145 z=-9.669346  vx=1.084962 vy=0.014969 vz=1.083791
Body 439: m=1.439000e+09  x=-25.537144 y=13.466634 z=-28.145794  vx=0.229976 vy=0.167449 vz=-0.077988
Body 440: m=1.986000e+09  x=428.403559 y=-347.014892 z=-30.672344  vx=8.549906 vy=-6.925147 vz=-0.619587
